company_name,category,website,email,all_emails,contact_name,contact_title,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region,country,city
BD Soft Technology,Software company,https://bdsofttechnology.com/,bangladeshsoftwaretechnology@gmail.com,bangladeshsoftwaretechnology@gmail.com,Md Nazmul Haque,Director,+880 1839-908696,"Office: Mirpur 6, Section 6, Block C, Lean 12, House 12, Dhaka, Bangladesh, Dhaka, Bangladesh, Beside Descoo office with Water Pump, Dhaka 1216, Bangladesh",,https://www.facebook.com/BangladeshSoftwareTechnology,,4.9,75,,,,software companies in Dhaka,https://www.google.com/maps/place/BD+Soft+Technology/data=!4m7!3m6!1s0x3755c1001b3cbf93:0xb792b913a3c784a6!8m2!3d23.8106606!4d90.365459!16s%2Fg%2F11wqkgwzf9!19sChIJk788GwDBVTcRpoTHoxO5krc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,64,B,2026-08-26T12:21:02.560Z,,,,,,,,false,0,rules,south-asia,bangladesh,dhaka
Flyaps: AI-First Software Development Company in NYC,Software company,https://flyaps.com/software-development-new-york/,info@flyaps.com,info@flyaps.com,,,,"106 W 32nd St #139, New York, NY 10001, United States",https://linkedin.com/company/flyaps,https://facebook.com/flyaps,https://instagram.com/flyaps.ua,5.0,9,10 - 49,$25 - $49 / hr,"$10,000+",software development companies in New York,https://www.google.com/maps/place/Flyaps:+AI-First+Software+Development+Company+in+NYC/data=!4m7!3m6!1s0x89c259ce79f44979:0x879f171a434e0c7a!8m2!3d40.7479552!4d-73.9891068!16s%2Fg%2F11fk1k8fxq!19sChIJeUn0ec5ZwokRegxOQxoXn4c?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,64,B,2026-08-26T12:44:48.344Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,ai-ml,ai-ml,,30,mid,false,0.7,rules,north-america,usa,new-york
"OTS Solutions - Leading IT Consulting and Services Firm in New York, USA",Software company,http://www.otssolutions.com/,info@otssolutions.com,info@otssolutions.com,,,+1 732-588-7500,"315 W 36th St., New York, NY 10018, United States",https://www.linkedin.com/company/ots-solutions,https://www.facebook.com/OTSSolutions/,https://www.instagram.com/otssolutions/,5.0,6,,51 to 250,$26 - $50,SaaS companies in New York,"https://www.google.com/maps/place/OTS+Solutions+-+Leading+IT+Consulting+and+Services+Firm+in+New+York,+USA/data=!4m7!3m6!1s0x89c3b886c2f6ba9d:0x5699db05d9b18cc1!8m2!3d40.7540575!4d-73.9933502!16s%2Fg%2F11bycjyh_h!19sChIJnbr2woa4w4kRwYyx2QXbmVY?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1",google_maps,normal_scraper,unknown,64,B,2026-08-26T12:46:49.094Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,professional-services,professional-services,,,,false,0.7,rules,north-america,usa,new-york
Interact Software,Software company,https://www.interactsoftware.com/,info@interactsoftware.com,info@interactsoftware.com,Simon Dance,Chief Executive Officer,+44 161 927 3222,"5th Floor, 24 Mount St, Manchester M2 3NX, United Kingdom",https://www.linkedin.com/company/interactsoftware,,,4.8,11,,,,software development companies in Manchester,https://www.google.com/maps/place/Interact+Software/data=!4m7!3m6!1s0x487bacbd5ded438d:0x2e08cdb2c0206d1d!8m2!3d53.4773036!4d-2.2461111!16s%2Fg%2F1tfr9qy_!19sChIJjUPtXb2se0gRHW0gwLLNCC4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,64,B,2026-08-26T13:05:02.478Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,europe,uk,manchester
Weptun GmbH - App- und Software-Entwicklung,Software company,https://www.weptun.de/,kontakt@weptun.de,kontakt@weptun.de,Dr. Wolfgang Maison,Geschäftsführer,+49 89 1785201,"Tiepolostraße 3, 80638 München, Germany",https://www.linkedin.com/company/weptun-gmbh,,,5.0,9,,,,software development companies in Munich,https://www.google.com/maps/place/Weptun+GmbH+-+App-+und+Software-Entwicklung/data=!4m7!3m6!1s0x479e76319a59b617:0xcb10dd10bad25d48!8m2!3d48.1594688!4d11.5179619!16s%2Fg%2F1tlgwywj!19sChIJF7ZZmjF2nkcRSF3SuhDdEMs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,64,B,2026-08-26T13:10:30.808Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,europe,germany,munich
Zeroone Tech Company,Software company,https://zeroonetech.co/,info@zeroonetech.co,info@zeroonetech.co,Alireza Moeini,Co-Founder & CTO,+1 647-848-8982,"39 Roehampton Ave #4605, Toronto, ON M4P 0B9, Canada",https://www.linkedin.com/company/zeroonetech-co/,,,5.0,12,,,,software companies in Toronto,https://www.google.com/maps/place/Zeroone+Tech+Company/data=!4m7!3m6!1s0x6c2937bdf67190fd:0x405a8e2e4e5101cb!8m2!3d43.7081279!4d-79.3971351!16s%2Fg%2F11vrpw6ws7!19sChIJ_ZBx9r03KWwRywFRTi6OWkA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,64,B,2026-08-26T13:15:56.156Z,2026-08-25T07:39:13.888+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,north-america,canada,toronto
OK200 Software Advisory & Development,Software company,https://ok200.net/,hello@ok200.net,hello@ok200.net,Arkan Youssef,"Co-Founder, Leaflet",+61 432 903 145,"307 Bridge Rd, Richmond VIC 3121, Australia",https://www.linkedin.com/company/ok200-pty-ltd,,,5.0,15,,,,software development companies in Melbourne,https://www.google.com/maps/place/OK200+Software+Advisory+%26+Development/data=!4m7!3m6!1s0x6ad6690aef36c999:0x7c92bc90f5a77e8a!8m2!3d-37.818478!4d144.999851!16s%2Fg%2F11n_p_y493!19sChIJmck27wpp1moRin6n9ZC8knw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,64,B,2026-08-26T13:23:27.092Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,apac-anz,australia,melbourne
Alliance Software,Software company,http://www.alliancesoftware.com.au/,info@alliancesoftware.com.au,info@alliancesoftware.com.au,Jonathan Plowright,"Founder & CEO, Typsy",+61 3 9955 7000,"1/234 Whitehorse Rd, Nunawading VIC 3131, Australia",,,,4.7,6,10 - 49,Undisclosed,"$25,000+",software development companies in Melbourne,https://www.google.com/maps/place/Alliance+Software/data=!4m7!3m6!1s0x6ad638c932316677:0x85491893d8d2d2b0!8m2!3d-37.8185244!4d145.1651494!16s%2Fg%2F1tff7rgt!19sChIJd2YxMsk41moRsNLS2JMYSYU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,64,B,2026-08-26T13:23:27.092Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,30,mid,false,0,rules,apac-anz,australia,melbourne
ATNR Digital Marketing Agency,Marketing agency,https://www.atnrco.com/,info@atnrco.com,info@atnrco.com,Syed Ali Murtaza,CEO,+92 334 1112867,"43, 10-F, 75400 Dr. Mahmood Husain Road, Block-6 Block 6 P.E.C.H.S., Karachi, 75400, Pakistan",https://linkedin.com/,https://www.facebook.com/atnrpk/,https://www.instagram.com/atnr.co/,4.3,85,,,,digital marketing agencies in Karachi,https://www.google.com/maps/place/ATNR+Digital+Marketing+Agency/data=!4m7!3m6!1s0x3eb33c3f8ae89e61:0xfd93e7326c2d000c!8m2!3d24.8707042!4d67.0657783!16s%2Fg%2F11c1vbmmbm!19sChIJYZ7oij88sz4RDAAtbDLnk_0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,64,B,2026-08-26T13:32:48.816Z,2026-08-10T00:21:12.154+00:00,2026-08-10T00:21:12.154+00:00,digital-marketing,digital-marketing,,,,false,0.7,rules,south-asia,pakistan,karachi
Pak SEO Services,Internet marketing service,https://www.pakseoservices.com/,support@pakseoservices.com,support@pakseoservices.com; najaf.irshad@gmail.com,,,+92 321 4468884,"Office No 23, 3rd Floor, AL Hafeez View Building, Gulberg III, Lahore, 56000, Pakistan",https://www.linkedin.com/,,,5.0,21,,,,SEO agencies in Lahore,https://www.google.com/maps/place/Pak+SEO+Services/data=!4m7!3m6!1s0x3919045916bee91f:0x27badb02b8575ff4!8m2!3d31.5254397!4d74.3295889!16s%2Fg%2F1q6481xhn!19sChIJH-m-FlkEGTkR9F9XuALbuic?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,64,B,2026-08-26T13:34:43.065Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,digital-marketing,digital-marketing,,,,false,0.7,rules,south-asia,pakistan,lahore
Main Street ROI,Marketing agency,https://www.mainstreetroi.com/?utm_source=google&utm_medium=google%20my%20business,,,Phil Frost,Co-Founder & CEO,+1 646-470-3753,,https://www.linkedin.com/company/main-street-roi,https://www.facebook.com/MainStreetROI,,4.9,240,,,,SEO agencies in New York,https://www.google.com/maps/place/Main+Street+ROI/data=!4m7!3m6!1s0x89c2585f5fee55e7:0xd5f7cbbf19e2368e!8m2!3d40.778052!4d-73.5683375!16s%2Fg%2F12qgm74j4!19sChIJ51XuX19YwokRjjbiGb_L99U?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,64,B,2026-08-26T13:40:15.963Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,digital-marketing,digital-marketing,,,,false,0.7,rules,north-america,usa,new-york
Sigma Software,software developer,https://sigma.software/,info@sigma.software,info@sigma.software,,,,$50001 - $100000,https://www.linkedin.com/company/sigma-software-page/,https://www.facebook.com/SIGMASOFTWAREGROUP,https://www.instagram.com/sigma_software/,4.8,,"1,000 - 9,999",1000+,$101 - $150,software-development,https://www.topdevelopers.co/profile/SigmaSoftware,topdevelopers,normal_scraper,unknown,64,B,2026-08-26T13:53:37.044Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,5500,enterprise,true,0,rules,,,
ELEKS,software developer,https://eleks.com/,info@eleks.com,info@eleks.com,,,,$50001 - $100000,https://www.linkedin.com/company/eleks/,https://www.facebook.com/ELEKS.Software,,5.0,2,"1,000 - 9,999",1000+,$51 - $100,software-development,https://www.topdevelopers.co/profile/eleks,topdevelopers,normal_scraper,unknown,64,B,2026-08-26T13:53:37.044Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,5500,enterprise,true,0,rules,,,
Peniel Technology LLC,Software company,https://www.penieltech.com/,info@penieltech.com,info@penieltech.com,,,+971 50 961 7708,"Office 205, NBQ Bank Building - 16th St - Khalid Bin Al Waleed Rd - Bur Dubai - Dubai - United Arab Emirates",https://www.linkedin.com/company/penieltech/posts/,https://www.facebook.com/penieltech,,4.9,"1,203",,,,software companies in Dubai,https://www.google.com/maps/place/Peniel+Technology+LLC/data=!4m7!3m6!1s0x3e5f434bc5378621:0xf122ee3366790238!8m2!3d25.2565087!4d55.3016633!16s%2Fg%2F1wnd_jwg!19sChIJIYY3xUtDXz4ROAJ5ZjPuIvE?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,63,B,2026-08-26T10:13:04.437Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,erp-sap,erp-sap; data-analytics-bi; mobile-apps; cybersecurity; professional-services; ui-ux-design; logistics-transport; ecommerce; cloud-devops; healthcare; hospitality-retail; education-training; manufacturing-industrial; real-estate,data-analytics-bi; mobile-apps; cybersecurity; professional-services; ui-ux-design; logistics-transport; ecommerce; cloud-devops; healthcare; hospitality-retail; education-training; manufacturing-industrial; real-estate,,,false,0.75,web,middle-east,uae,dubai
Azinova Technologies LLC,Software company,http://www.azinovatechnologies.com/,contact@azinova.info,contact@azinova.info; contact@azinovatechnologies.com,,,+971 4 359 7000,"Office 107, SIT Tower - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates",https://www.linkedin.com/company/azinova-technologies-pvt--ltd,https://www.facebook.com/AzinovaTechnologies,https://www.instagram.com/azinova/,4.4,30,,,,software companies in Dubai,https://www.google.com/maps/place/Azinova+Technologies+LLC/data=!4m7!3m6!1s0x3e5f69a2efd6f499:0xb351497628795f70!8m2!3d25.1177885!4d55.3906747!16s%2Fg%2F11b7r1klg1!19sChIJmfTW76JpXz4RcF95KHZJUbM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,63,B,2026-08-26T10:13:04.437Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; mobile-apps; ui-ux-design; digital-marketing; erp-sap; manufacturing-industrial,mobile-apps; ui-ux-design; digital-marketing; erp-sap; manufacturing-industrial,,,false,0.55,web,middle-east,uae,dubai
Meridian IT Solutions | Website Design Company in Dubai,Website designer,https://www.meridianuae.com/,info@meridianuae.com,info@meridianuae.com,,,+971 4 386 9895,"Office 1203 World, API World Tower - Sheikh Zayed Rd - Trade Center First - Dubai - United Arab Emirates",https://www.linkedin.com/company/meridiansolutions,https://www.facebook.com/MeridianITSolutions,https://www.instagram.com/meridiansolutionsinc,4.8,48,,,,software companies in Dubai,https://www.google.com/maps/place/Meridian+IT+Solutions+%7C+Website+Design+Company+in+Dubai/data=!4m7!3m6!1s0x3e5f433b842b9b3d:0x1bd4dc10862a207b!8m2!3d25.2255099!4d55.2836951!16s%2Fg%2F1tycv3c9!19sChIJPZsrhDtDXz4ReyAqhhDc1Bs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,63,B,2026-08-26T10:13:04.437Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; ui-ux-design,ui-ux-design,,,false,0.6,rules,middle-east,uae,dubai
DeviceBee Technologies | Best App Development Dubai,Software company,https://www.devicebee.com/,info@devicebee.com,info@devicebee.com,,,+971 52 519 5366,office 817 - Building 5 Al Manama St - Ras Al Khor Ind. First - Dubai Outsource City - Dubai - United Arab Emirates,https://www.linkedin.com/company/devicebee,https://www.facebook.com/devicebee,https://www.instagram.com/devicebee/,4.1,40,10 - 49,$50-$99/hr,"$10,000+",software companies in Dubai,https://www.google.com/maps/place/DeviceBee+Technologies+%7C+Best+App+Development+Dubai/data=!4m7!3m6!1s0x3e5f643e27bfe293:0x41b0221768fac45b!8m2!3d25.1704233!4d55.3360832!16s%2Fg%2F12hmyxsgm!19sChIJk-K_Jz5kXz4RW8T6aBcisEE?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,63,B,2026-08-26T10:13:04.437Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,mobile-apps,mobile-apps,,30,mid,false,0.7,rules,middle-east,uae,dubai
Start Tech,Software company,https://start-tech.ae/,info@start-tech.ae,info@start-tech.ae,,,+971 800 78324,"Souk Al Bahar - Sahaa Offices, Block C - Office 202 - Downtown Dubai - Dubai - United Arab Emirates",https://www.linkedin.com/company/start-tech2021/,https://www.facebook.com/start.tech.uae.2021/,https://www.instagram.com/start_tech_uae/,4.9,46,,,,software companies in Dubai,https://www.google.com/maps/place/Start+Tech/data=!4m7!3m6!1s0x3e5f690ea2b93215:0xbb724c375c76b86d!8m2!3d25.1946394!4d55.2765141!16s%2Fg%2F11rylkk4g8!19sChIJFTK5og5pXz4Rbbh2XDdMcrs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,63,B,2026-08-26T10:13:04.437Z,2026-08-25T07:39:13.888+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; mobile-apps,mobile-apps,,,false,0.4,web,middle-east,uae,dubai
Planet Green Solutions | Web Design Dubai,Website designer,https://www.pgsuae.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=GMBTraffic&utm_id=localGMB,info@pgsuae.com,info@pgsuae.com,,,+971 50 652 7443,AL KUTHBAN BUILDING - M 05 - Sheikh Zayed Rd - near Onpassive Metro Station 3rd Interchange - Al Qouz Ind.first - Al Quoz - Dubai - United Arab Emirates,https://www.linkedin.com/company/planet-green-solutions,https://www.facebook.com/planetgreensolutions/,https://www.instagram.com/planetgreensolutions/,4.7,44,,,,web development agencies in Dubai,https://www.google.com/maps/place/Planet+Green+Solutions+%7C+Web+Design+Dubai/data=!4m7!3m6!1s0x3e5f5ced3c1da9f9:0x276c0b907c4cdb55!8m2!3d25.1509364!4d55.2264287!16s%2Fg%2F1hg4ww602!19sChIJ-akdPO1cXz4RVdtMfJALbCc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,63,B,2026-08-26T10:16:00.850Z,2026-08-25T07:39:13.888+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; ui-ux-design,ui-ux-design,,,false,0.7999999999999999,rules,middle-east,uae,dubai
DWD | Website Design Dubai | Web Design Company,Website designer,https://www.dubaiwebsitedesign.ae/,contact@dubaiwebsitedesign.ae,contact@dubaiwebsitedesign.ae,,,+971 50 616 6359,"Office no: 906, 9th Floor, post office 50435, Conrad Hotel Building, Sheikh Zayed Road - Dubai - United Arab Emirates",https://www.linkedin.com/company/goldman-fzco,https://www.facebook.com/dubaicreativedigitalagency/,https://www.instagram.com/dubaicreativedigitalagency/,4.6,57,,,,web development agencies in Dubai,https://www.google.com/maps/place/DWD+%7C+Website+Design+Dubai+%7C+Web+Design+Company/data=!4m7!3m6!1s0x3e5f42879938d24b:0xe55749354c43b41d!8m2!3d25.2072988!4d55.2736531!16s%2Fg%2F11ggb8qml7!19sChIJS9I4mYdCXz4RHbRDTDVJV-U?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,63,B,2026-08-26T10:16:00.850Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; ui-ux-design,ui-ux-design,,,false,0.7999999999999999,rules,middle-east,uae,dubai
HelloPixels - Web/App Development Company Abu Dhabi,Website designer,https://www.hellopixels.com/,info@hellopixels.com,info@hellopixels.com,,,+971 50 547 3745,Atma Tower - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,https://www.linkedin.com/company/hellopixelsdigital/,https://www.facebook.com/hellopixelsdigital,https://www.instagram.com/hellopixelsdigital/,5.0,27,,,,software development companies in Abu Dhabi,https://www.google.com/maps/place/HelloPixels+-+Web%2FApp+Development+Company+Abu+Dhabi/data=!4m7!3m6!1s0x3e5e66405e64ca9d:0x5702a34ce8f668cd!8m2!3d24.4876663!4d54.3665079!16s%2Fg%2F11gzt7lvs!19sChIJncpkXkBmXj4RzWj26EyjAlc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,63,B,2026-08-26T10:23:39.050Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; mobile-apps,mobile-apps,,,false,0.7999999999999999,rules,middle-east,uae,abu-dhabi
Mangala International Technology LLC,Software company,http://www.mitgroupuae.com/,admin@mitgroupuae.com,admin@mitgroupuae.com,,,+971 2 667 3310,Choice Flower Building - Zayed The First St - Al Khalidiyah - W9 - Abu Dhabi - United Arab Emirates,,,,4.9,51,,,,IT services companies in Abu Dhabi,https://www.google.com/maps/place/Mangala+International+Technology+LLC/data=!4m7!3m6!1s0x3e5e660b1d9c58fb:0x44f7eb333fc32a23!8m2!3d24.4705031!4d54.3487669!16s%2Fg%2F11c5_hmnv7!19sChIJ-1icHQtmXj4RIyrDPzPr90Q?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,63,B,2026-08-26T10:25:41.340Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,cybersecurity,cybersecurity; data-analytics-bi; cloud-devops; erp-sap; professional-services,data-analytics-bi; cloud-devops; erp-sap; professional-services,,,false,0.75,web,middle-east,uae,abu-dhabi
NEXT IT & Systems,Software company,http://www.nextuae.com/,info@darkcyan-mallard-416287.hostingersite.com,info@darkcyan-mallard-416287.hostingersite.com,,,+971 50 675 4822,"Hamdan Street, Millenium Tower, Opp Hamdan centre - Abu Dhabi - United Arab Emirates",https://ae.linkedin.com/company/next-it-&-systems-llc,https://www.facebook.com/NextItSystems,https://www.instagram.com/next_it_and_systems/,4.8,25,,,,IT services companies in Abu Dhabi,https://www.google.com/maps/place/NEXT+IT+%26+Systems/data=!4m7!3m6!1s0x3e5e662961ffd8a3:0xdcc51dfd5013f901!8m2!3d24.4897317!4d54.3626007!16s%2Fg%2F119vb5m1k!19sChIJo9j_YSlmXj4RAfkTUP0dxdw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,63,B,2026-08-26T10:25:41.340Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development,,,,false,0.7,rules,middle-east,uae,abu-dhabi
NUSK IT CONSULTANCY LTD,Software company,https://nuskit.com/,support@nuskit.com,support@nuskit.com,,,+971 54 312 5877,Workstation No. 240A Building No. 280 - Abu Dhabi - United Arab Emirates,https://www.linkedin.com/company/nusk-it-consultancy-ltd/,https://www.facebook.com/NUSKITConsultancy/,https://www.instagram.com/nuskitconsultancyltd/,5.0,27,,,,IT services companies in Abu Dhabi,https://www.google.com/maps/place/NUSK+IT+CONSULTANCY+LTD/data=!4m7!3m6!1s0x3e5e678fcaaaf1e5:0xad3574885015173e!8m2!3d24.4781803!4d54.3842673!16s%2Fg%2F11fprrhtp8!19sChIJ5fGqyo9nXj4RPhcVUIh0Na0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,63,B,2026-08-26T10:25:41.340Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,professional-services,professional-services,,,,false,0.7,rules,middle-east,uae,abu-dhabi
Systrix IT Solutions,Software company,https://www.systrixit.com/,sales@systrixit.com,sales@systrixit.com,,,+971 50 445 3372,"1303, Al Ain Insurance Building Same as Bin Moosa Travel building - Hamdan Bin Mohammed St - Abu Dhabi - United Arab Emirates",https://www.linkedin.com/company/systrix-it-solutions,https://www.facebook.com/Systrix.IT/,,4.8,33,,,,IT services companies in Abu Dhabi,https://www.google.com/maps/place/Systrix+IT+Solutions/data=!4m7!3m6!1s0x3e5e6665cdbaab93:0xec1c13eced7e1f6a!8m2!3d24.4897659!4d54.3621279!16s%2Fg%2F11cl_zrbd0!19sChIJk6u6zWVmXj4Rah9-7ewTHOw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,63,B,2026-08-26T10:25:41.340Z,,,logistics-transport,logistics-transport,,,,false,0.45,web,middle-east,uae,abu-dhabi
Simple Logic IT,Software company,http://www.simplelogicit.com/,sales@simplelogicit.com,sales@simplelogicit.com,,,+971 56 511 4805,First Floor Safari Mall - Al Muweilah - Industrial Area - Sharjah - United Arab Emirates,https://www.linkedin.com/company/simple-logic-it-uae/,https://www.facebook.com/people/simplelogicit/61563262694408/,https://www.instagram.com/simplelogicuae,4.9,42,,,,software companies in Sharjah,https://www.google.com/maps/place/Simple+Logic+IT/data=!4m7!3m6!1s0x3e5f5fad6b4fe88b:0x42caa85142ec5dc5!8m2!3d25.3050979!4d55.4516918!16s%2Fg%2F11v0mgz6xr!19sChIJi-hPa61fXz4RxV3sQlGoykI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,63,B,2026-08-26T10:29:26.775Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,middle-east,uae,sharjah
